Algorithms,meanWinnerRank,rateTrueWinners,rateWinner<NULL
MaxStandardDeviationWeightedSumWins<α=0.5>,1.436,0.7413333333333333,0.0
"MyVoteSys <α=0.66, β=____, γ=0.80, MinVariance>",1.4413333333333334,0.752,0.0
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MaxVariance>",1.4426666666666668,0.7786666666666666,0.0
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MaxStDev>",1.4426666666666668,0.7786666666666666,0.0
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxStDev>",1.4453333333333334,0.7773333333333333,0.0
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxVariance>",1.4453333333333334,0.7773333333333333,0.0
"MyVoteSys <α=0.50, β=____, γ=____, MinVariance>",1.4786666666666666,0.7346666666666667,0.0013333333333333333
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MinVariance>",1.4933333333333334,0.7466666666666667,0.0
"MyVoteSys <α=0.66, β=0.33, γ=____, MinVariance>",1.5,0.7426666666666667,0.0
"MyVoteSys <α=0.66, β=0.33, γ=0.80, Last>",1.5013333333333334,0.7466666666666667,0.0
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MaxEntropy>",1.5013333333333334,0.7466666666666667,0.0
MaxVarianceProportionalWeightedSumWins<α=0>,1.5106666666666666,0.716,0.0013333333333333333
"MyVoteSys <α=0.66, β=0.33, γ=____, Last>",1.512,0.736,0.0
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxEntropy>",1.512,0.736,0.0
MaxVarianceProportionalWeightedSumWins<α=0.5>,1.5133333333333334,0.716,0.0013333333333333333
MaxStandardDeviationProportionalWeightedSumWins<α=0>,1.5373333333333334,0.704,0.0013333333333333333
"MyVoteSys <α=0.66, β=____, γ=____, MinVariance>",1.5426666666666666,0.7333333333333333,0.0026666666666666666
InstantRunoffVoting,1.544,0.72,0.004
SingleTransferableVote,1.544,0.72,0.004
PreferentialBlockVoting,1.544,0.72,0.004
MaxStandardDeviationProportionalWeightedSumWins<α=0.5>,1.5533333333333332,0.7,0.0013333333333333333
"MyVoteSys <α=0.66, β=____, γ=0.80, MaxEntropy>",1.5546666666666666,0.7306666666666667,0.0
"MyVoteSys <α=0.50, β=____, γ=0.80, MaxEntropy>",1.5546666666666666,0.7306666666666667,0.0
"MyVoteSys <α=0.80, β=____, γ=____, MinEntropy>",1.5626666666666666,0.7306666666666667,0.0
"MyVoteSys <α=0.66, β=____, γ=0.80, Last>",1.5626666666666666,0.7306666666666667,0.0
"MyVoteSys <α=0.80, β=____, γ=____, First>",1.5626666666666666,0.7306666666666667,0.0
"MyVoteSys <α=0.50, β=____, γ=0.80, Last>",1.5626666666666666,0.7306666666666667,0.0
"MyVoteSys <α=0.80, β=____, γ=____, MinVariance>",1.7173333333333334,0.7066666666666667,0.0026666666666666666
FirstPastThePost (but without tactical voting),2.364,0.5053333333333333,0.017333333333333333
"MyVoteSys <α=0.66, β=____, γ=____, MaxStDev>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.66, β=____, γ=____, Last>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.50, β=____, γ=____, MaxEntropy>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.50, β=____, γ=____, MaxVariance>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.50, β=____, γ=____, Last>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.80, β=____, γ=____, Last>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.66, β=____, γ=____, MaxEntropy>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.80, β=____, γ=____, MaxVariance>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.80, β=____, γ=____, MaxStDev>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.80, β=____, γ=____, MaxEntropy>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.66, β=____, γ=____, MaxVariance>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.50, β=____, γ=____, MaxStDev>",2.7413333333333334,0.45466666666666666,0.04533333333333334
"MyVoteSys <α=0.80, β=0.33, γ=____, MinEntropy>",3.5853333333333333,0.564,0.0
"MyVoteSys <α=0.80, β=0.33, γ=____, First>",3.5853333333333333,0.564,0.0
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxStDev>",3.588,0.56,0.0
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxVariance>",3.588,0.56,0.0
"MyVoteSys <α=0.80, β=0.33, γ=____, MinVariance>",3.592,0.56,0.0
"MyVoteSys <α=0.80, β=0.33, γ=____, Last>",3.596,0.5533333333333333,0.0
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxEntropy>",3.596,0.5533333333333333,0.0
MinEntropyWeightedSumWins<α=0>,6.441333333333334,0.08666666666666667,0.23066666666666666
MinEntropyProportionalWeightedSumWins<α=0>,6.441333333333334,0.08666666666666667,0.23066666666666666
MinEntropyProportionalWeightedSumWins2<α=0>,6.441333333333334,0.08666666666666667,0.23066666666666666
MinEntropyWeightedSumWins2<α=0>,6.441333333333334,0.08666666666666667,0.23066666666666666
MinEntropyProportionalWeightedSumWins<α=0.5>,6.446666666666666,0.08666666666666667,0.23066666666666666
MinEntropyProportionalWeightedSumWins2<α=0.5>,6.446666666666666,0.08666666666666667,0.23066666666666666
MinEntropyWeightedSumWins<α=0.5>,6.446666666666666,0.08666666666666667,0.23066666666666666
MinEntropyWeightedSumWins2<α=0.5>,6.446666666666666,0.08666666666666667,0.23066666666666666
